dataset,aligner,theta,ci_lower,ci_upper,n,k
baruzzo_malaria_t3r1,DeepSAP,0.5969954935837309,0.5966588070054939,0.5973321113107426,8154817,4868389
baruzzo_malaria_t3r1,DRAGEN,0.4077677034322168,0.4074304540043425,0.40810501833019436,8154817,3325271
baruzzo_malaria_t3r1,novoSplice,0.48683790206450983,0.4864948543898,0.4871809590822132,8154817,3970074
baruzzo_malaria_t3r1,STAR,0.20551252100445663,0.20523529120998305,0.20578995983776463,8154817,1675917
baruzzo_malaria_t3r1,HISAT2,0.00827130762100486,0.008209320076051145,0.008333644214133554,8154817,67451
baruzzo_malaria_t3r1,Subjunc,0.14675497929628586,0.1465122344560548,0.1469979748837537,8154817,1196760
