Study	RUN_ID	Run	RunStudy	RunSpecies	Rate	Dataset	Aligner	Species	Replicate	Version	Description	CPU	RAM	Time	IO_out	IO_in	COMMAND
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_human_t3r2	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS human	T3	human T3 R2	DRAGEN	human	2	4.0.3	default+TSJS	0	0.02822876	12.32483333	0.000228882	0.005699158	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/78/b200ff4c1b9b23dbc25b2ff02cd93c:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/78/b200ff4c1b9b23dbc25b2ff02cd93c:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_human_t3r2.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_human_t3r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_human_t3r3	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS human	T3	human T3 R3	DRAGEN	human	3	4.0.3	default+TSJS	0	0.027980804	12.17166667	0.000221252	0.000785828	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/ef/428eb12746a1b58ac52b22f9492869:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/ef/428eb12746a1b58ac52b22f9492869:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_human_t3r3.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_human_t3r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t1r1	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T1	malaria T1 R1	DRAGEN	malaria	1	4.0.3	default+TSJS	0	0.02816391	4.8745	2.288818359375e-05	0.000183105	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/3d/b2a2ccd8333403fd666b0dde833df8:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/3d/b2a2ccd8333403fd666b0dde833df8:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t1r1.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t1r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t1r2	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T1	malaria T1 R2	DRAGEN	malaria	2	4.0.3	default+TSJS	0	0.029373169	3.877	3.0517578125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/cf/346f6636b26e45cfe3e6f0df097c46:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/cf/346f6636b26e45cfe3e6f0df097c46:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t1r2.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t1r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t1r3	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T1	malaria T1 R3	DRAGEN	malaria	3	4.0.3	default+TSJS	0	0.028842926	12.26733333	3.0517578125e-05	0.022888184	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/4d/291e11fee7800f5fcfa850f17959e3:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/4d/291e11fee7800f5fcfa850f17959e3:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t1r3.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t1r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t2r1	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T2	malaria T2 R1	DRAGEN	malaria	1	4.0.3	default+TSJS	0	0.028556824	17.37316667	2.288818359375e-05	0.00138092	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/4c/f95fea578cd5460916b67a0019a7f2:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/4c/f95fea578cd5460916b67a0019a7f2:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t2r1.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t2r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t2r2	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T2	malaria T2 R2	DRAGEN	malaria	2	4.0.3	default+TSJS	0	0.028137207	6.478166667	3.0517578125e-05	0.002159119	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/48/8cf6a288e13759c155b579c625fb77:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/48/8cf6a288e13759c155b579c625fb77:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t2r2.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t2r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t2r3	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T2	malaria T2 R3	DRAGEN	malaria	3	4.0.3	default+TSJS	0	0.028133392	4.516	3.0517578125e-05	0.005836487	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/f1/ed21514f85ec7d1c8eaab43cec0fa7:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/f1/ed21514f85ec7d1c8eaab43cec0fa7:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t2r3.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t2r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t3r1	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T3	malaria T3 R1	DRAGEN	malaria	1	4.0.3	default+TSJS	0	0.028236389	5.9825	3.0517578125e-05	0.006561279	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/11/307b3d1cbc3c1acb2f8a5699a33e24:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/11/307b3d1cbc3c1acb2f8a5699a33e24:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t3r1.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t3r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t3r2	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T3	malaria T3 R2	DRAGEN	malaria	2	4.0.3	default+TSJS	0	0.028038025	4.331833333	3.814697265625e-05	3.0517578125e-05	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/e2/72912f534cdadf85c2a6677b82a979:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/e2/72912f534cdadf85c2a6677b82a979:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t3r2.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t3r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DRAGEN 4.0.3 default+TSJS baruzzo_malaria_t3r3	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS Baruzzo	DRAGEN 4.0.3 default+TSJS malaria	T3	malaria T3 R3	DRAGEN	malaria	3	4.0.3	default+TSJS	0	0.028606415	4.347666667	3.0517578125e-05	0.008338928	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/a1/938a6262ef0dc394c25c731dedd560:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/a1/938a6262ef0dc394c25c731dedd560:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__baruzzo_malaria_t3r3.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__baruzzo_malaria_t3r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
SimBA	DRAGEN 4.0.3 default+TSJS SimBA_human_t1	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS SimBA	DRAGEN 4.0.3 default+TSJS human	T1	human T1 R1	DRAGEN	human	1	4.0.3	default+TSJS	0	0.026786804	14.49316667	0.000106812	0.004173279	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/95/75a729e9921869c4ac2e25f83f202d:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/95/75a729e9921869c4ac2e25f83f202d:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__SimBA_human_t1.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__SimBA_human_t1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
SimBA	DRAGEN 4.0.3 default+TSJS SimBA_human_t2	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS SimBA	DRAGEN 4.0.3 default+TSJS human	T2	human T2 R1	DRAGEN	human	1	4.0.3	default+TSJS	0	0.028663635	13.54033333	0.00012207	0.009712219	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/d7/14715532a0a802048c2748e2ec94d0:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/d7/14715532a0a802048c2748e2ec94d0:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__SimBA_human_t2.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__SimBA_human_t2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
SimBA	DRAGEN 4.0.3 default+TSJS SimBA_human_t3	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS SimBA	DRAGEN 4.0.3 default+TSJS human	T3	human T3 R1	DRAGEN	human	1	4.0.3	default+TSJS	0	0.028556824	12.6235	0.000106812	3.814697265625e-05	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/f8/f30d1bed1c705cc558e919ea68b7ee:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/f8/f30d1bed1c705cc558e919ea68b7ee:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__SimBA_human_t3.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__SimBA_human_t3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
SimBA	DRAGEN 4.0.3 default+TSJS SimBA_malaria_t1	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS SimBA	DRAGEN 4.0.3 default+TSJS malaria	T1	malaria T1 R1	DRAGEN	malaria	1	4.0.3	default+TSJS	0	0.028087616	6.269333333	3.814697265625e-05	0.009895325	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/64/ebfacf534d05ab2d8d9d45fbafc7bc:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/64/ebfacf534d05ab2d8d9d45fbafc7bc:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__SimBA_malaria_t1.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__SimBA_malaria_t1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
SimBA	DRAGEN 4.0.3 default+TSJS SimBA_malaria_t2	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS SimBA	DRAGEN 4.0.3 default+TSJS malaria	T2	malaria T2 R1	DRAGEN	malaria	1	4.0.3	default+TSJS	0	0.028240204	5.888333333	3.0517578125e-05	6.866455078125e-05	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/1e/e58e9611320544bce14f25dfad6022:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/1e/e58e9611320544bce14f25dfad6022:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__SimBA_malaria_t2.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__SimBA_malaria_t2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
SimBA	DRAGEN 4.0.3 default+TSJS SimBA_malaria_t3	DRAGEN 4.0.3 default+TSJS	DRAGEN 4.0.3 default+TSJS SimBA	DRAGEN 4.0.3 default+TSJS malaria	T3	malaria T3 R1	DRAGEN	malaria	1	4.0.3	default+TSJS	0	0.028244019	4.8235	3.814697265625e-05	0.000488281	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/2e/9092d9e2b3d858e49927d2eb26b7ae:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/2e/9092d9e2b3d858e49927d2eb26b7ae:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DRAGEN__4.0.3__default+TSJS__SimBA_malaria_t3.sorted --batch 2048 --sam /workdir/DRAGEN__4.0.3__default__SimBA_malaria_t3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t1r1	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T1	human T1 R1	DeepSAP	human	1	v0.0.1	MS150	0	0.027492523	16.20933333	0.000457764	7.62939453125e-06	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/a4/4308fe3bd2d04d05302d6969841ba7:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/a4/4308fe3bd2d04d05302d6969841ba7:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t1r1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t1r1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t1r2	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T1	human T1 R2	DeepSAP	human	2	v0.0.1	MS150	0	0.027313232	15.42783333	0.000457764	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/c6/dfd047603ada0b3a73d8e86ff08d47:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/c6/dfd047603ada0b3a73d8e86ff08d47:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t1r2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t1r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t1r3	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T1	human T1 R3	DeepSAP	human	3	v0.0.1	MS150	0	0.027488708	15.5805	0.000457764	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/28/951c774cde24f3599527e7b9f1f7c9:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/28/951c774cde24f3599527e7b9f1f7c9:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t1r3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t1r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t2r1	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T2	human T2 R1	DeepSAP	human	1	v0.0.1	MS150	0	0.027549744	15.74966667	0.000480652	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/71/9e23d8ee69f79c4d6b266ae6cf76e0:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/71/9e23d8ee69f79c4d6b266ae6cf76e0:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t2r1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t2r1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t2r2	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T2	human T2 R2	DeepSAP	human	2	v0.0.1	MS150	0	0.027572632	15.94133333	0.000488281	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/da/aaec131fb944fb66b83bf563ae7bf8:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/da/aaec131fb944fb66b83bf563ae7bf8:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t2r2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t2r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t2r3	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T2	human T2 R3	DeepSAP	human	3	v0.0.1	MS150	0	0.027648926	15.66016667	0.000488281	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/3d/48f63e7735755cba539fa3ad1b49dd:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/3d/48f63e7735755cba539fa3ad1b49dd:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t2r3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t2r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t3r1	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T3	human T3 R1	DeepSAP	human	1	v0.0.1	MS150	0	0.027645111	18.13466667	0.000717163	0.000244141	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/e1/fa4b5688f3408cad06a36d808e761b:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/e1/fa4b5688f3408cad06a36d808e761b:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t3r1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t3r1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t3r2	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T3	human T3 R2	DeepSAP	human	2	v0.0.1	MS150	0	0.027805328	18.219	0.000732422	0.000343323	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/c8/f4f2ec5656878ca2c5036b0d311a6f:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/c8/f4f2ec5656878ca2c5036b0d311a6f:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t3r2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t3r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_human_t3r3	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 human	T3	human T3 R3	DeepSAP	human	3	v0.0.1	MS150	0	0.027469635	18.06783333	0.000740051	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/87/a619a68a4b732b2f8bf647cc20bde3:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/87/a619a68a4b732b2f8bf647cc20bde3:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_human_t3r3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_human_t3r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
