Study	RUN_ID	Run	RunStudy	RunSpecies	Rate	Dataset	Aligner	Species	Replicate	Version	Description	CPU	RAM	Time	IO_out	IO_in	COMMAND
SimBA	GSNAP 2024-06-24 TGGA SimBA_malaria_t2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA SimBA	GSNAP 2024-06-24 TGGA malaria	T2	malaria T2 R1	GSNAP	malaria	1	6/24/24	TGGA	2310	1.387897491	55.2815	15.4655304	9.383155823	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome SimBA_malaria_t2.reads_1_val_1.fq SimBA_malaria_t2.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 TGGA SimBA_malaria_t3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA SimBA	GSNAP 2024-06-24 TGGA malaria	T3	malaria T3 R1	GSNAP	malaria	1	6/24/24	TGGA	2355	1.30670166	97.35	15.6478653	9.566223145	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome SimBA_malaria_t3.reads_1_val_1.fq SimBA_malaria_t3.reads_2_val_2.fq
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t1r1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T1	human T1 R1	GSNAP	human	1	6/24/24	default	2189	20.45087051	42.83183333	10.13389587	11.08548737	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t1r1.forward.trimmed.fasta baruzzo_human_t1r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t1r2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T1	human T1 R2	GSNAP	human	2	6/24/24	default	2212	20.32912445	41.92383333	10.12578583	4.466690063	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t1r2.forward.trimmed.fasta baruzzo_human_t1r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t1r3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T1	human T1 R3	GSNAP	human	3	6/24/24	default	2209	20.33582687	42.137	10.12638855	7.32409668	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t1r3.forward.trimmed.fasta baruzzo_human_t1r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t2r1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T2	human T2 R1	GSNAP	human	1	6/24/24	default	2259	20.6238327	56.78116667	10.18685913	5.384025574	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t2r1.forward.trimmed.fasta baruzzo_human_t2r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t2r2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T2	human T2 R2	GSNAP	human	2	6/24/24	default	2146	21.03518677	58.969	10.18869019	5.478881836	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t2r2.forward.trimmed.fasta baruzzo_human_t2r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t2r3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T2	human T2 R3	GSNAP	human	3	6/24/24	default	2291	20.42842865	55.57333333	10.18486023	36.25896454	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t2r3.forward.trimmed.fasta baruzzo_human_t2r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t3r1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T3	human T3 R1	GSNAP	human	1	6/24/24	default	2335	22.8075676	150.5166667	10.59259796	11.9936676	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t3r1.forward.trimmed.fasta baruzzo_human_t3r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t3r2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T3	human T3 R2	GSNAP	human	2	6/24/24	default	2319	24.99701309	151.1166667	10.59477997	17.17987061	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t3r2.forward.trimmed.fasta baruzzo_human_t3r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_human_t3r3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default human	T3	human T3 R3	GSNAP	human	3	6/24/24	default	2321	31.42142487	151.8166667	10.59465027	34.15211487	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_human_t3r3.forward.trimmed.fasta baruzzo_human_t3r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t1r1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T1	malaria T1 R1	GSNAP	malaria	1	6/24/24	default	2270	0.952381134	37.7615	9.335662842	4.310516357	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t1r1.forward.trimmed.fasta baruzzo_malaria_t1r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t1r2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T1	malaria T1 R2	GSNAP	malaria	2	6/24/24	default	2251	0.893024445	37.658	9.335777283	4.310501099	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t1r2.forward.trimmed.fasta baruzzo_malaria_t1r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t1r3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T1	malaria T1 R3	GSNAP	malaria	3	6/24/24	default	2268	0.918457031	37.6685	9.335975647	4.59954071	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t1r3.forward.trimmed.fasta baruzzo_malaria_t1r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t2r1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T2	malaria T2 R1	GSNAP	malaria	1	6/24/24	default	2255	2.060539246	52.3375	9.553871155	4.593429565	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t2r1.forward.trimmed.fasta baruzzo_malaria_t2r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t2r2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T2	malaria T2 R2	GSNAP	malaria	2	6/24/24	default	2279	0.975536346	52.16383333	9.554389954	4.311058044	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t2r2.forward.trimmed.fasta baruzzo_malaria_t2r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t2r3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T2	malaria T2 R3	GSNAP	malaria	3	6/24/24	default	2293	0.931217194	51.56266667	9.552383423	4.310577393	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t2r3.forward.trimmed.fasta baruzzo_malaria_t2r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t3r1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T3	malaria T3 R1	GSNAP	malaria	1	6/24/24	default	2355	1.371059418	140.9	10.38784027	4.313644409	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t3r1.forward.trimmed.fasta baruzzo_malaria_t3r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t3r2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T3	malaria T3 R2	GSNAP	malaria	2	6/24/24	default	2360	1.403835297	140.05	10.3886261	4.312713623	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t3r2.forward.trimmed.fasta baruzzo_malaria_t3r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 default baruzzo_malaria_t3r3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default Baruzzo	GSNAP 2024-06-24 default malaria	T3	malaria T3 R3	GSNAP	malaria	3	6/24/24	default	2361	1.441345215	139.9	10.38721466	4.312324524	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index baruzzo_malaria_t3r3.forward.trimmed.fasta baruzzo_malaria_t3r3.reverse.trimmed.fasta
SimBA	GSNAP 2024-06-24 default SimBA_human_t1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default SimBA	GSNAP 2024-06-24 default human	T1	human T1 R1	GSNAP	human	1	6/24/24	default	2121	22.96223068	45.22183333	15.24192047	10.17821503	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index SimBA_human_t1.reads_1_val_1.fq SimBA_human_t1.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 default SimBA_human_t2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default SimBA	GSNAP 2024-06-24 default human	T2	human T2 R1	GSNAP	human	1	6/24/24	default	2164	27.01906586	50.83033333	15.33906555	9.923667908	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index SimBA_human_t2.reads_1_val_1.fq SimBA_human_t2.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 default SimBA_human_t3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default SimBA	GSNAP 2024-06-24 default human	T3	human T3 R1	GSNAP	human	1	6/24/24	default	2173	27.00462723	64.53333333	15.51129913	9.912559509	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index SimBA_human_t3.reads_1_val_1.fq SimBA_human_t3.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 default SimBA_malaria_t1	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default SimBA	GSNAP 2024-06-24 default malaria	T1	malaria T1 R1	GSNAP	malaria	1	6/24/24	default	2191	0.926231384	39.04166667	14.13085938	9.292243958	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index SimBA_malaria_t1.reads_1_val_1.fq SimBA_malaria_t1.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 default SimBA_malaria_t2	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default SimBA	GSNAP 2024-06-24 default malaria	T2	malaria T2 R1	GSNAP	malaria	1	6/24/24	default	2232	1.052757263	63.55	14.70918274	9.398124695	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index SimBA_malaria_t2.reads_1_val_1.fq SimBA_malaria_t2.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 default SimBA_malaria_t3	GSNAP 2024-06-24 default	GSNAP 2024-06-24 default SimBA	GSNAP 2024-06-24 default malaria	T3	malaria T3 R1	GSNAP	malaria	1	6/24/24	default	2306	1.07837677	109.35	15.1974411	9.579216003	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index SimBA_malaria_t3.reads_1_val_1.fq SimBA_malaria_t3.reads_2_val_2.fq
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t1r1	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T1	human T1 R1	HISAT2	human	1	2.2.1	default	2264	5.640258789	1.3275	13.08972931	4.313911438	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t1r1.forward.trimmed.fasta -2 baruzzo_human_t1r1.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t1r2	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T1	human T1 R2	HISAT2	human	2	2.2.1	default	2261	5.681873322	1.336833333	13.08905029	4.313926697	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t1r2.forward.trimmed.fasta -2 baruzzo_human_t1r2.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t1r3	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T1	human T1 R3	HISAT2	human	3	2.2.1	default	2182	5.656913757	1.767833333	13.09104156	4.313919067	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t1r3.forward.trimmed.fasta -2 baruzzo_human_t1r3.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t2r1	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T2	human T2 R1	HISAT2	human	1	2.2.1	default	1996	5.736133575	4.3965	12.95249176	14.59428406	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t2r1.forward.trimmed.fasta -2 baruzzo_human_t2r1.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t2r2	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T2	human T2 R2	HISAT2	human	2	2.2.1	default	1993	5.730529785	2.8535	12.95324707	8.15423584	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t2r2.forward.trimmed.fasta -2 baruzzo_human_t2r2.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t2r3	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T2	human T2 R3	HISAT2	human	3	2.2.1	default	2216	5.690639496	2.3825	12.94857788	7.998817444	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t2r3.forward.trimmed.fasta -2 baruzzo_human_t2r3.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t3r1	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T3	human T3 R1	HISAT2	human	1	2.2.1	default	2323	5.66072464	2.413166667	10.02689362	4.314590454	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t3r1.forward.trimmed.fasta -2 baruzzo_human_t3r1.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t3r2	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T3	human T3 R2	HISAT2	human	2	2.2.1	default	2322	5.652584076	2.385666667	10.02897644	4.314170837	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t3r2.forward.trimmed.fasta -2 baruzzo_human_t3r2.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_human_t3r3	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default human	T3	human T3 R3	HISAT2	human	3	2.2.1	default	2010	5.649078369	3.613833333	10.02759552	8.977745056	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_human_t3r3.forward.trimmed.fasta -2 baruzzo_human_t3r3.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t1r1	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T1	malaria T1 R1	HISAT2	malaria	1	2.2.1	default	2352	0.186630249	0.962333333	12.69559479	0.002891541	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t1r1.forward.trimmed.fasta -2 baruzzo_malaria_t1r1.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t1r2	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T1	malaria T1 R2	HISAT2	malaria	2	2.2.1	default	2345	0.193317413	0.9885	12.70135498	1.585586548	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t1r2.forward.trimmed.fasta -2 baruzzo_malaria_t1r2.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t1r3	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T1	malaria T1 R3	HISAT2	malaria	3	2.2.1	default	2344	0.190090179	0.963166667	12.70063782	0.024772644	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t1r3.forward.trimmed.fasta -2 baruzzo_malaria_t1r3.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t2r1	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T2	malaria T2 R1	HISAT2	malaria	1	2.2.1	default	2257	0.214076996	1.072	12.37860107	0.018531799	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t2r1.forward.trimmed.fasta -2 baruzzo_malaria_t2r1.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t2r2	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T2	malaria T2 R2	HISAT2	malaria	2	2.2.1	default	2322	0.215774536	1.071833333	12.38652039	2.909759521	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t2r2.forward.trimmed.fasta -2 baruzzo_malaria_t2r2.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t2r3	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T2	malaria T2 R3	HISAT2	malaria	3	2.2.1	default	2353	0.216064453	1.022666667	12.37615204	0.297546387	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t2r3.forward.trimmed.fasta -2 baruzzo_malaria_t2r3.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t3r1	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T3	malaria T3 R1	HISAT2	malaria	1	2.2.1	default	2286	0.160362244	1.158	9.15562439	0.071151733	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t3r1.forward.trimmed.fasta -2 baruzzo_malaria_t3r1.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t3r2	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T3	malaria T3 R2	HISAT2	malaria	2	2.2.1	default	2338	0.158287048	1.1585	9.156951904	3.037696838	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t3r2.forward.trimmed.fasta -2 baruzzo_malaria_t3r2.reverse.trimmed.fasta
Baruzzo	HISAT2 2.2.1 default baruzzo_malaria_t3r3	HISAT2 2.2.1 default	HISAT2 2.2.1 default Baruzzo	HISAT2 2.2.1 default malaria	T3	malaria T3 R3	HISAT2	malaria	3	2.2.1	default	2346	0.1640625	1.128833333	9.160110474	0.995819092	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -f -p 24 -x index -1 baruzzo_malaria_t3r3.forward.trimmed.fasta -2 baruzzo_malaria_t3r3.reverse.trimmed.fasta
SimBA	HISAT2 2.2.1 default SimBA_human_t1	HISAT2 2.2.1 default	HISAT2 2.2.1 default SimBA	HISAT2 2.2.1 default human	T1	human T1 R1	HISAT2	human	1	2.2.1	default	2258	5.540378571	1.604	14.51017761	9.540245056	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -p 24 -x index -1 SimBA_human_t1.reads_1_val_1.fq -2 SimBA_human_t1.reads_2_val_2.fq
SimBA	HISAT2 2.2.1 default SimBA_human_t2	HISAT2 2.2.1 default	HISAT2 2.2.1 default SimBA	HISAT2 2.2.1 default human	T2	human T2 R1	HISAT2	human	1	2.2.1	default	2260	5.559673309	1.634166667	14.45941162	9.556518555	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -p 24 -x index -1 SimBA_human_t2.reads_1_val_1.fq -2 SimBA_human_t2.reads_2_val_2.fq
SimBA	HISAT2 2.2.1 default SimBA_human_t3	HISAT2 2.2.1 default	HISAT2 2.2.1 default SimBA	HISAT2 2.2.1 default human	T3	human T3 R1	HISAT2	human	1	2.2.1	default	2265	5.578052521	1.702333333	14.40917969	9.559654236	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -p 24 -x index -1 SimBA_human_t3.reads_1_val_1.fq -2 SimBA_human_t3.reads_2_val_2.fq
SimBA	HISAT2 2.2.1 default SimBA_malaria_t1	HISAT2 2.2.1 default	HISAT2 2.2.1 default SimBA	HISAT2 2.2.1 default malaria	T1	malaria T1 R1	HISAT2	malaria	1	2.2.1	default	2266	0.184673309	1.463666667	13.72251129	0.544265747	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -p 24 -x index -1 SimBA_malaria_t1.reads_1_val_1.fq -2 SimBA_malaria_t1.reads_2_val_2.fq
SimBA	HISAT2 2.2.1 default SimBA_malaria_t2	HISAT2 2.2.1 default	HISAT2 2.2.1 default SimBA	HISAT2 2.2.1 default malaria	T2	malaria T2 R1	HISAT2	malaria	1	2.2.1	default	2260	0.249927521	1.522333333	13.28088379	4.398460388	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -p 24 -x index -1 SimBA_malaria_t2.reads_1_val_1.fq -2 SimBA_malaria_t2.reads_2_val_2.fq
SimBA	HISAT2 2.2.1 default SimBA_malaria_t3	HISAT2 2.2.1 default	HISAT2 2.2.1 default SimBA	HISAT2 2.2.1 default malaria	T3	malaria T3 R1	HISAT2	malaria	1	2.2.1	default	2290	0.227638245	1.528666667	11.83621979	0.098220825	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/hisat2 -p 24 -x index -1 SimBA_malaria_t3.reads_1_val_1.fq -2 SimBA_malaria_t3.reads_2_val_2.fq
Baruzzo	STAR 2.7.10a default baruzzo_human_t1r1	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T1	human T1 R1	STAR	human	1	2.7.10a	default	1418	30.17577362	1.164333333	7.279273987	20.79251099	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t1r1.forward.trimmed.fasta baruzzo_human_t1r1.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t1r2	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T1	human T1 R2	STAR	human	2	2.7.10a	default	1121	30.17634964	1.491333333	7.279457092	57.70670319	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t1r2.forward.trimmed.fasta baruzzo_human_t1r2.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t1r3	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T1	human T1 R3	STAR	human	3	2.7.10a	default	1141	30.17082977	1.461166667	7.280563354	57.72728729	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t1r3.forward.trimmed.fasta baruzzo_human_t1r3.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
