dataset,aligner,theta,ci_lower,ci_upper,n,k
baruzzo_human_t3r3,DeepSAP,0.1692211900195193,0.1689888953696202,0.16945367614441473,9999999,1692211.730974003
baruzzo_human_t3r3,DRAGEN,0.15330996657489632,0.1530867634307416,0.15353337040442427,9999999,1533099.5124389965
baruzzo_human_t3r3,novoSplice,0.14337044377784458,0.14315333969015095,0.14358775430452575,9999999,1433704.294408002
baruzzo_human_t3r3,STAR,0.07810991241579121,0.0779437159400292,0.07827635310732334,9999999,781099.0460479998
baruzzo_human_t3r3,HISAT2,0.010943410964941114,0.010879070942125115,0.01100803408349422,9999999,109434.09870600016
baruzzo_human_t3r3,Subjunc,0.05096410802031068,0.05082792987057974,0.05110054609945148,9999999,509641.0292389988
