dataset,aligner,theta,ci_lower,ci_upper,n,k
baruzzo_human_t3r1,DeepSAP,0.9932464163375416,0.9932451669517192,0.9932476655504247,16510280108,16398776550
baruzzo_human_t3r1,DRAGEN,0.9832858495294308,0.9832837842870868,0.9832879145827792,14803280815,14555856552
baruzzo_human_t3r1,novoSplice,0.9971619791483276,0.9971610989973574,0.9971628590942723,14036676995,13996840613
baruzzo_human_t3r1,STAR,0.8515636933708386,0.8515561877271967,0.8515711987783853,8619681519,7340207830
baruzzo_human_t3r1,HISAT2,0.7968484007983249,0.796826564815776,0.7968702354632752,1304286090,1039318285
baruzzo_human_t3r1,Subjunc,0.7647366916268481,0.7647263103401998,0.7647470726750801,6413128207,4904354448
