dataset,aligner,theta,ci_lower,ci_upper,n,k
baruzzo_human_t1r1,DeepSAP,0.8667105917166603,0.865575080584259,0.8678399685598194,346044,299920
baruzzo_human_t1r1,DRAGEN,0.7447087653593185,0.7432539637210778,0.7461594735378259,346044,257702
baruzzo_human_t1r1,novoSplice,0.7840852608338824,0.7827119900893815,0.7854537794336415,346044,271328
baruzzo_human_t1r1,STAR,0.7123227104067691,0.7108126882330956,0.7138291808706839,346044,246495
baruzzo_human_t1r1,HISAT2,0.6721312896625863,0.6705657732075452,0.6736939267251706,346044,232587
baruzzo_human_t1r1,Subjunc,0.8113476898891471,0.8100415709192464,0.8126486006720468,346044,280762
