dataset,aligner,theta,ci_lower,ci_upper,n,k
baruzzo_human_t2r3,DeepSAP,0.8027208935587167,0.8020683268329081,0.8033722359232234,1431221,1148871
baruzzo_human_t2r3,DRAGEN,0.694398698733459,0.693643601946007,0.6951530092710609,1431221,993838
baruzzo_human_t2r3,novoSplice,0.7406934358844651,0.7399749557653218,0.7414109425136824,1431221,1060096
baruzzo_human_t2r3,STAR,0.5170221789646742,0.5162034676067775,0.5178408214759992,1431221,739973
baruzzo_human_t2r3,HISAT2,0.40267575727298577,0.4018724701597793,0.40347943801627895,1431221,576318
baruzzo_human_t2r3,Subjunc,0.7038158327749523,0.7030674150068763,0.7045634262053634,1431221,1007316
