,Biotype,JunctionScore,Count
555,C_gene_segment,52,0
6,C_gene_segment,53,2
556,C_gene_segment,54,0
557,C_gene_segment,55,0
7,C_gene_segment,56,6
8,C_gene_segment,57,1
9,C_gene_segment,58,1
10,C_gene_segment,59,1
11,C_gene_segment,60,1
558,C_gene_segment,61,0
12,C_gene_segment,62,2
13,C_gene_segment,63,2
14,C_gene_segment,64,1
15,C_gene_segment,65,2
559,C_gene_segment,66,0
16,C_gene_segment,67,1
17,C_gene_segment,68,7
18,C_gene_segment,69,2
560,C_gene_segment,70,0
561,C_gene_segment,71,0
562,C_gene_segment,72,0
19,C_gene_segment,73,3
563,C_gene_segment,74,0
20,C_gene_segment,75,1
564,C_gene_segment,76,0
21,C_gene_segment,77,2
565,C_gene_segment,78,0
566,C_gene_segment,79,0
22,C_gene_segment,80,2
23,C_gene_segment,81,2
24,C_gene_segment,82,3
25,C_gene_segment,83,2
567,C_gene_segment,84,0
568,C_gene_segment,85,0
26,C_gene_segment,86,2
569,C_gene_segment,87,0
570,C_gene_segment,88,0
27,C_gene_segment,89,1
28,C_gene_segment,90,2
571,C_gene_segment,91,0
572,C_gene_segment,92,0
29,C_gene_segment,93,2
30,C_gene_segment,94,2
31,C_gene_segment,95,2
32,C_gene_segment,96,2
33,C_gene_segment,97,4
34,C_gene_segment,98,2
35,C_gene_segment,99,14
36,C_gene_segment,100,4
406,tRNA,0,42
709,tRNA,1,0
710,tRNA,2,0
711,tRNA,3,0
712,tRNA,4,0
713,tRNA,5,0
714,tRNA,6,0
715,tRNA,7,0
716,tRNA,8,0
717,tRNA,9,0
718,tRNA,10,0
719,tRNA,11,0
720,tRNA,12,0
721,tRNA,13,0
722,tRNA,14,0
723,tRNA,15,0
724,tRNA,16,0
725,tRNA,17,0
726,tRNA,18,0
727,tRNA,19,0
728,tRNA,20,0
729,tRNA,21,0
730,tRNA,22,0
731,tRNA,23,0
732,tRNA,24,0
733,tRNA,25,0
734,tRNA,26,0
735,tRNA,27,0
736,tRNA,28,0
737,tRNA,29,0
738,tRNA,30,0
739,tRNA,31,0
740,tRNA,32,0
741,tRNA,33,0
742,tRNA,34,0
743,tRNA,35,0
744,tRNA,36,0
745,tRNA,37,0
746,tRNA,38,0
747,tRNA,39,0
748,tRNA,40,0
749,tRNA,41,0
750,tRNA,42,0
751,tRNA,43,0
752,tRNA,44,0
753,tRNA,45,0
754,tRNA,46,0
755,tRNA,47,0
756,tRNA,48,0
407,tRNA,49,1
757,tRNA,50,0
758,tRNA,51,0
759,tRNA,52,0
760,tRNA,53,0
761,tRNA,54,0
762,tRNA,55,0
763,tRNA,56,0
764,tRNA,57,0
765,tRNA,58,0
766,tRNA,59,0
767,tRNA,60,0
768,tRNA,61,0
769,tRNA,62,0
770,tRNA,63,0
771,tRNA,64,0
772,tRNA,65,0
773,tRNA,66,0
774,tRNA,67,0
775,tRNA,68,0
776,tRNA,69,0
777,tRNA,70,0
778,tRNA,71,0
779,tRNA,72,0
780,tRNA,73,0
781,tRNA,74,0
782,tRNA,75,0
783,tRNA,76,0
784,tRNA,77,0
785,tRNA,78,0
786,tRNA,79,0
787,tRNA,80,0
788,tRNA,81,0
789,tRNA,82,0
790,tRNA,83,0
791,tRNA,84,0
792,tRNA,85,0
793,tRNA,86,0
794,tRNA,87,0
795,tRNA,88,0
796,tRNA,89,0
797,tRNA,90,0
798,tRNA,91,0
799,tRNA,92,0
800,tRNA,93,0
801,tRNA,94,0
802,tRNA,95,0
803,tRNA,96,0
804,tRNA,97,0
805,tRNA,98,0
806,tRNA,99,0
807,tRNA,100,0
175,antisense_RNA,0,2
637,antisense_RNA,1,0
638,antisense_RNA,2,0
639,antisense_RNA,3,0
640,antisense_RNA,4,0
641,antisense_RNA,5,0
642,antisense_RNA,6,0
643,antisense_RNA,7,0
644,antisense_RNA,8,0
645,antisense_RNA,9,0
646,antisense_RNA,10,0
647,antisense_RNA,11,0
648,antisense_RNA,12,0
649,antisense_RNA,13,0
650,antisense_RNA,14,0
651,antisense_RNA,15,0
652,antisense_RNA,16,0
653,antisense_RNA,17,0
654,antisense_RNA,18,0
655,antisense_RNA,19,0
656,antisense_RNA,20,0
657,antisense_RNA,21,0
658,antisense_RNA,22,0
659,antisense_RNA,23,0
660,antisense_RNA,24,0
661,antisense_RNA,25,0
662,antisense_RNA,26,0
663,antisense_RNA,27,0
664,antisense_RNA,28,0
665,antisense_RNA,29,0
666,antisense_RNA,30,0
667,antisense_RNA,31,0
668,antisense_RNA,32,0
669,antisense_RNA,33,0
670,antisense_RNA,34,0
671,antisense_RNA,35,0
672,antisense_RNA,36,0
673,antisense_RNA,37,0
176,antisense_RNA,38,2
674,antisense_RNA,39,0
675,antisense_RNA,40,0
676,antisense_RNA,41,0
677,antisense_RNA,42,0
177,antisense_RNA,43,1
178,antisense_RNA,44,1
179,antisense_RNA,45,1
180,antisense_RNA,46,1
678,antisense_RNA,47,0
679,antisense_RNA,48,0
181,antisense_RNA,49,1
680,antisense_RNA,50,0
182,antisense_RNA,51,1
681,antisense_RNA,52,0
183,antisense_RNA,53,1
682,antisense_RNA,54,0
184,antisense_RNA,55,1
185,antisense_RNA,56,3
186,antisense_RNA,57,1
683,antisense_RNA,58,0
187,antisense_RNA,59,1
188,antisense_RNA,60,2
189,antisense_RNA,61,1
190,antisense_RNA,62,1
684,antisense_RNA,63,0
685,antisense_RNA,64,0
686,antisense_RNA,65,0
191,antisense_RNA,66,1
687,antisense_RNA,67,0
688,antisense_RNA,68,0
192,antisense_RNA,69,1
193,antisense_RNA,70,3
194,antisense_RNA,71,2
689,antisense_RNA,72,0
195,antisense_RNA,73,1
690,antisense_RNA,74,0
691,antisense_RNA,75,0
196,antisense_RNA,76,1
197,antisense_RNA,77,1
692,antisense_RNA,78,0
198,antisense_RNA,79,1
693,antisense_RNA,80,0
199,antisense_RNA,81,1
200,antisense_RNA,82,1
694,antisense_RNA,83,0
695,antisense_RNA,84,0
201,antisense_RNA,85,1
202,antisense_RNA,86,2
696,antisense_RNA,87,0
697,antisense_RNA,88,0
698,antisense_RNA,89,0
